Transaction_ID|Transaction_DateTime|Amount|Vendor_Customer|Payment_Method|Location|flag_duplicate|flag_large_amount|flag_time_anomaly|risk_score|risk_level
TX100179|2025-10-05 03:07:00|31.02|ALBERTA OFFICE MART|ACH|Red Deer, AB|0|0|1|1|MEDIUM RISK
TX100172|2025-10-04 23:33:00|4207.58|EDMONTON ELECTRICAL|Wire|Red Deer, AB|0|1|0|1|MEDIUM RISK
TX100281|2025-10-07 06:12:00|2906.84|ALBERTA OFFICE MART|ACH|Calgary, AB|0|1|0|1|MEDIUM RISK
TX100008|2025-10-01 12:28:00|100.67|URBAN GROCERS|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100258|2025-10-06 18:17:00|132.62|RIVER VALLEY CAFE|Wire|Lethbridge, AB|0|0|0|0|LOW RISK
TX100027|2025-10-01 23:52:00|184.09|MAPLE PHARMACY|Wire|Calgary, AB|0|0|0|0|LOW RISK
TX100280|2025-10-07 07:13:00|5233.0|NORTHSTAR SUPPLY|Wire|Fort McMurray, AB|0|1|0|1|MEDIUM RISK
TX100333|2025-10-08 07:15:00|65.82|RIVER VALLEY CAFE|Wire|Red Deer, AB|0|0|0|0|LOW RISK
TX100058|2025-10-02 16:53:00|68.03|MAPLE PHARMACY|Wire|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100064|2025-10-02 19:43:00|87.2|PRAIRIE FUEL|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100235|2025-10-06 06:28:00|47.28|PRAIRIE FUEL|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TX100326|2025-10-08 00:53:53|134.18|NORTHSTAR SUPPLY|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100153|2025-10-04 15:38:00|1220.95|RIVER VALLEY CAFE|ACH|Edmonton, AB|0|1|0|1|MEDIUM RISK
TX100048|2025-10-02 09:49:00|103.31|ALBERTA OFFICE MART|E-Transfer|Calgary, AB|0|0|0|0|LOW RISK
TX100253|2025-10-06 15:57:00|124.44|PRAIRIE FUEL|Wire|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100031|2025-10-01 23:46:00|63.14|PARKLAND HARDWARE|Cash|Saskatoon, SK|0|0|0|0|LOW RISK
TX100001|2025-10-01 11:04:00|148.62|NORTHSTAR SUPPLY|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100171|2025-10-05 02:44:00|6025.03|RIVER VALLEY CAFE|ACH|Lethbridge, AB|0|1|1|2|HIGH RISK
TX100242|2025-10-06 09:59:00|66.33|MAPLE PHARMACY|Cash|Edmonton, AB|0|0|0|0|LOW RISK
TX100013|2025-10-01 15:45:00|127.38|PRAIRIE FUEL|ACH|Red Deer, AB|0|0|0|0|LOW RISK
TX100346|2025-10-08 01:40:50|28.44|NORTHSTAR SUPPLY|Wire|Edmonton, AB|0|0|1|1|MEDIUM RISK
TX100009|2025-10-01 12:33:00|63.71|SUNRISE MOTEL|ACH|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100146|2025-10-04 09:04:00|39.7|PARKLAND HARDWARE|Cash|Edmonton, AB|0|0|0|0|LOW RISK
TX100249|2025-10-06 13:13:00|80.96|PARKLAND HARDWARE|Card|Red Deer, AB|0|0|0|0|LOW RISK
TXD200001|2025-10-07 15:02:00|58.82|SKYLINE LOGISTICS|Card|Lethbridge, AB|1|0|0|1|MEDIUM RISK
TX100095|2025-10-03 09:18:00|90.64|PARKLAND HARDWARE|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100034|2025-10-02 00:44:32|32.68|PRAIRIE FUEL|Cash|Fort McMurray, AB|0|0|1|1|MEDIUM RISK
TX100096|2025-10-03 08:04:00|135.5|PRAIRIE FUEL|Wire|Saskatoon, SK|0|0|0|0|LOW RISK
TXB300007|2025-10-15 13:39:00|64.72|PRAIRIE FUEL|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100265|2025-10-07 02:34:00|165.69|NORTHSTAR SUPPLY|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100340|2025-10-08 12:13:00|138.92|NORTHSTAR SUPPLY|Wire|Calgary, AB|0|0|0|0|LOW RISK
TX100302|2025-10-07 15:07:00|89.27|PRAIRIE FUEL|Cash|Lethbridge, AB|0|0|0|0|LOW RISK
TX100323|2025-10-08 01:52:00|72.07|URBAN GROCERS|Wire|Fort McMurray, AB|0|0|1|1|MEDIUM RISK
TX100116|2025-10-03 19:38:00|75.28|MAPLE PHARMACY|E-Transfer|Lethbridge, AB|0|0|0|0|LOW RISK
TX100168|2025-10-04 03:18:35|67.36|RIVER VALLEY CAFE|Card|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100045|2025-10-02 08:39:00|85.62|MAPLE PHARMACY|Cash|Calgary, AB|0|0|0|0|LOW RISK
TX100161|2025-10-04 17:44:00|34.91|PRAIRIE FUEL|Cash|Edmonton, AB|0|0|0|0|LOW RISK
TX100223|2025-10-06 00:16:00|40.18|PRAIRIE FUEL|Wire|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100294|2025-10-07 15:57:00|49.6|URBAN GROCERS|E-Transfer|Calgary, AB|0|0|0|0|LOW RISK
TX100117|2025-10-03 19:19:00|108.47|EDMONTON ELECTRICAL|ACH|Lethbridge, AB|0|0|0|0|LOW RISK
TX100032|2025-10-02 00:44:00|167.21|PARKLAND HARDWARE|ACH|Fort McMurray, AB|0|0|1|1|MEDIUM RISK
TX100077|2025-10-02 22:45:00|39.34|EDMONTON ELECTRICAL|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100299|2025-10-07 18:36:00|103.71|RIVER VALLEY CAFE|E-Transfer|Saskatoon, SK|0|0|0|0|LOW RISK
TX100133|2025-10-04 06:56:00|19.12|URBAN GROCERS|ACH|Red Deer, AB|0|0|0|0|LOW RISK
TX100144|2025-10-04 13:28:00|97.04|ALBERTA OFFICE MART|ACH|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100156|2025-10-04 14:21:00|103.94|EDMONTON ELECTRICAL|ACH|Lethbridge, AB|0|0|0|0|LOW RISK
TX100063|2025-10-02 18:02:00|31.45|PARKLAND HARDWARE|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100082|2025-10-03 03:40:00|53.63|MAPLE PHARMACY|Cash|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100059|2025-10-02 16:41:00|50.17|ALBERTA OFFICE MART|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TX100295|2025-10-07 12:03:00|94.88|MAPLE PHARMACY|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100143|2025-10-04 07:58:00|1995.37|EDMONTON ELECTRICAL|ACH|Calgary, AB|0|1|0|1|MEDIUM RISK
TX100230|2025-10-06 03:55:00|41.95|PRAIRIE FUEL|E-Transfer|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100041|2025-10-02 10:05:00|93.09|NORTHSTAR SUPPLY|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100186|2025-10-05 05:56:00|53.41|ALBERTA OFFICE MART|ACH|Saskatoon, SK|0|0|0|0|LOW RISK
TX100256|2025-10-06 16:19:00|143.81|RIVER VALLEY CAFE|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100199|2025-10-05 11:45:00|87.48|PRAIRIE FUEL|E-Transfer|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100164|2025-10-04 19:11:00|143.15|NORTHSTAR SUPPLY|Cash|Lethbridge, AB|0|0|0|0|LOW RISK
TX100109|2025-10-03 18:06:00|60.21|URBAN GROCERS|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100259|2025-10-06 17:51:00|68.81|PARKLAND HARDWARE|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100140|2025-10-04 06:32:00|35.62|PARKLAND HARDWARE|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100121|2025-10-03 22:33:00|55.75|SUNRISE MOTEL|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TXD200002|2025-10-03 14:05:00|76.0|PRAIRIE FUEL|ACH|Saskatoon, SK|1|0|0|1|MEDIUM RISK
TX100327|2025-10-08 05:36:00|22.91|ALBERTA OFFICE MART|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100051|2025-10-02 03:04:45|17.87|SKYLINE LOGISTICS|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100056|2025-10-02 12:30:00|34.15|MAPLE PHARMACY|ACH|Saskatoon, SK|0|0|0|0|LOW RISK
TX100220|2025-10-06 02:58:00|97.6|RIVER VALLEY CAFE|E-Transfer|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100305|2025-10-07 16:35:00|38.16|NORTHSTAR SUPPLY|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100158|2025-10-04 21:41:00|41.92|PARKLAND HARDWARE|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100085|2025-10-03 03:41:00|47.1|URBAN GROCERS|E-Transfer|Lethbridge, AB|0|0|1|1|MEDIUM RISK
TX100225|2025-10-06 02:39:10|98.15|URBAN GROCERS|Card|Lethbridge, AB|0|0|1|1|MEDIUM RISK
TX100304|2025-10-07 16:58:00|55.55|RIVER VALLEY CAFE|E-Transfer|Lethbridge, AB|0|0|0|0|LOW RISK
TX100076|2025-10-02 23:52:00|39.85|URBAN GROCERS|ACH|Red Deer, AB|0|0|0|0|LOW RISK
TX100298|2025-10-07 14:00:00|97.73|URBAN GROCERS|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100330|2025-10-08 08:11:00|117.27|PRAIRIE FUEL|Card|Calgary, AB|1|0|0|1|MEDIUM RISK
TX100087|2025-10-03 04:27:00|66.82|NORTHSTAR SUPPLY|Card|Red Deer, AB|0|0|1|1|MEDIUM RISK
TXB300019|2025-10-15 13:48:00|54.09|PRAIRIE FUEL|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100182|2025-10-05 07:56:00|59.11|PARKLAND HARDWARE|Card|Calgary, AB|0|0|0|0|LOW RISK
TX100105|2025-10-03 14:14:00|57.21|MAPLE PHARMACY|ACH|Calgary, AB|0|0|0|0|LOW RISK
TX100049|2025-10-02 11:21:00|91.0|PRAIRIE FUEL|E-Transfer|Calgary, AB|0|0|0|0|LOW RISK
TX100005|2025-10-01 13:45:00|66.64|ALBERTA OFFICE MART|Card|Calgary, AB|0|0|0|0|LOW RISK
TX100017|2025-10-01 17:15:00|92.76|MAPLE PHARMACY|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100234|2025-10-06 05:23:00|55.62|MAPLE PHARMACY|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100303|2025-10-07 18:51:00|339.68|SUNRISE MOTEL|E-Transfer|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100106|2025-10-03 13:40:00|237.87|NORTHSTAR SUPPLY|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100134|2025-10-04 06:27:00|29.3|MAPLE PHARMACY|E-Transfer|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100306|2025-10-07 17:43:00|49.47|RIVER VALLEY CAFE|Wire|Red Deer, AB|0|0|0|0|LOW RISK
TX100226|2025-10-06 06:13:00|256.05|EDMONTON ELECTRICAL|Cash|Red Deer, AB|0|0|0|0|LOW RISK
TX100214|2025-10-06 01:40:00|13.98|NORTHSTAR SUPPLY|ACH|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100190|2025-10-05 12:29:00|53.51|SKYLINE LOGISTICS|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100336|2025-10-08 09:16:00|43.45|RIVER VALLEY CAFE|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100029|2025-10-01 23:14:00|72.08|ALBERTA OFFICE MART|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100169|2025-10-04 23:00:00|242.71|URBAN GROCERS|Cash|Saskatoon, SK|0|0|0|0|LOW RISK
TX100180|2025-10-05 04:08:00|78.4|URBAN GROCERS|E-Transfer|Red Deer, AB|0|0|1|1|MEDIUM RISK
TX100100|2025-10-03 14:31:00|18.39|PRAIRIE FUEL|E-Transfer|Calgary, AB|0|0|0|0|LOW RISK
TX100197|2025-10-05 11:50:00|85.14|URBAN GROCERS|E-Transfer|Lethbridge, AB|0|0|0|0|LOW RISK
TX100209|2025-10-05 17:56:00|92.53|MAPLE PHARMACY|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100135|2025-10-04 07:05:00|161.94|EDMONTON ELECTRICAL|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TXD200007|2025-10-07 10:59:00|82.2|ALBERTA OFFICE MART|ACH|Fort McMurray, AB|1|0|0|1|MEDIUM RISK
TXD200005|2025-10-03 01:31:00|58.65|EDMONTON ELECTRICAL|ACH|Edmonton, AB|1|0|1|2|HIGH RISK
TX100198|2025-10-05 19:28:00|91.17|NORTHSTAR SUPPLY|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100166|2025-10-04 20:16:00|64.46|EDMONTON ELECTRICAL|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100296|2025-10-07 15:02:00|58.82|SKYLINE LOGISTICS|Card|Lethbridge, AB|1|0|0|1|MEDIUM RISK
TX100136|2025-10-04 08:03:00|82.62|ALBERTA OFFICE MART|Wire|Red Deer, AB|0|0|0|0|LOW RISK
TX100285|2025-10-07 06:54:00|45.85|MAPLE PHARMACY|ACH|Saskatoon, SK|0|0|0|0|LOW RISK
TX100131|2025-10-04 15:46:00|66.25|RIVER VALLEY CAFE|Wire|Lethbridge, AB|0|0|0|0|LOW RISK
TX100039|2025-10-02 01:51:56|154.89|SKYLINE LOGISTICS|Cash|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100215|2025-10-06 00:09:00|22.87|URBAN GROCERS|Wire|Red Deer, AB|0|0|1|1|MEDIUM RISK
TX100043|2025-10-02 06:47:00|94.32|ALBERTA OFFICE MART|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TX100054|2025-10-02 11:16:00|97.78|PARKLAND HARDWARE|ACH|Lethbridge, AB|0|0|0|0|LOW RISK
TXB300000|2025-10-15 13:44:00|34.94|PRAIRIE FUEL|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100344|2025-10-08 14:24:00|60.22|ALBERTA OFFICE MART|E-Transfer|Saskatoon, SK|0|0|0|0|LOW RISK
TX100035|2025-10-02 02:12:00|35.32|PRAIRIE FUEL|Card|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100276|2025-10-07 03:55:00|54.63|URBAN GROCERS|Card|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100124|2025-10-03 22:42:00|7965.46|SKYLINE LOGISTICS|ACH|Lethbridge, AB|0|1|0|1|MEDIUM RISK
TX100142|2025-10-04 07:26:00|39.37|PRAIRIE FUEL|Wire|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100110|2025-10-03 15:12:00|31.58|URBAN GROCERS|Cash|Lethbridge, AB|0|0|0|0|LOW RISK
TX100332|2025-10-08 10:07:00|120.09|MAPLE PHARMACY|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TX100107|2025-10-03 14:05:00|76.0|PRAIRIE FUEL|ACH|Saskatoon, SK|1|0|0|1|MEDIUM RISK
TX100012|2025-10-01 15:28:00|103.21|ALBERTA OFFICE MART|E-Transfer|Lethbridge, AB|1|0|0|1|MEDIUM RISK
TX100272|2025-10-07 00:18:00|46.17|URBAN GROCERS|ACH|Fort McMurray, AB|0|0|1|1|MEDIUM RISK
TX100047|2025-10-02 08:36:00|50.42|ALBERTA OFFICE MART|Cash|Saskatoon, SK|0|0|0|0|LOW RISK
TX100203|2025-10-05 15:49:00|47.2|MAPLE PHARMACY|E-Transfer|Saskatoon, SK|0|0|0|0|LOW RISK
TX100324|2025-10-08 04:53:00|47.54|NORTHSTAR SUPPLY|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100119|2025-10-03 20:23:00|143.15|SUNRISE MOTEL|Card|Calgary, AB|0|0|0|0|LOW RISK
TX100021|2025-10-01 21:02:00|20.14|SKYLINE LOGISTICS|Cash|Red Deer, AB|0|0|0|0|LOW RISK
TX100083|2025-10-03 02:22:00|52.42|URBAN GROCERS|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100130|2025-10-04 01:29:00|59.93|SUNRISE MOTEL|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100229|2025-10-06 02:33:00|71.52|NORTHSTAR SUPPLY|Wire|Red Deer, AB|0|0|1|1|MEDIUM RISK
TXB300012|2025-10-15 13:02:00|18.9|PRAIRIE FUEL|E-Transfer|Edmonton, AB|0|0|0|0|LOW RISK
TX100286|2025-10-07 08:33:00|72.03|URBAN GROCERS|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100123|2025-10-03 21:50:00|83.87|MAPLE PHARMACY|ACH|Lethbridge, AB|0|0|0|0|LOW RISK
TX100033|2025-10-02 01:49:00|57.94|SUNRISE MOTEL|Wire|Edmonton, AB|0|0|1|1|MEDIUM RISK
TXD200008|2025-10-01 15:28:00|103.21|ALBERTA OFFICE MART|E-Transfer|Lethbridge, AB|1|0|0|1|MEDIUM RISK
TX100004|2025-10-01 10:37:00|203.2|NORTHSTAR SUPPLY|Card|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100019|2025-10-01 18:22:00|25.75|SKYLINE LOGISTICS|ACH|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100219|2025-10-06 03:45:00|31.24|SKYLINE LOGISTICS|Cash|Edmonton, AB|0|0|1|1|MEDIUM RISK
TXB300016|2025-10-15 13:51:00|40.37|PRAIRIE FUEL|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100149|2025-10-04 13:11:00|60.17|NORTHSTAR SUPPLY|Wire|Red Deer, AB|0|0|0|0|LOW RISK
TX100224|2025-10-06 00:01:00|230.65|RIVER VALLEY CAFE|Card|Lethbridge, AB|0|0|1|1|MEDIUM RISK
TX100247|2025-10-06 13:56:00|56.35|EDMONTON ELECTRICAL|Wire|Red Deer, AB|0|0|0|0|LOW RISK
TX100337|2025-10-08 09:54:00|84.13|ALBERTA OFFICE MART|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100151|2025-10-04 12:10:00|34.56|MAPLE PHARMACY|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100317|2025-10-07 23:44:00|93.01|RIVER VALLEY CAFE|ACH|Edmonton, AB|0|0|0|0|LOW RISK
TX100291|2025-10-07 10:20:00|119.3|SKYLINE LOGISTICS|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100233|2025-10-06 04:39:00|78.69|SKYLINE LOGISTICS|Wire|Edmonton, AB|0|0|1|1|MEDIUM RISK
TX100010|2025-10-01 14:50:00|107.84|NORTHSTAR SUPPLY|E-Transfer|Edmonton, AB|0|0|0|0|LOW RISK
TX100279|2025-10-07 02:23:04|72.79|RIVER VALLEY CAFE|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100071|2025-10-02 20:36:00|76.09|PRAIRIE FUEL|Wire|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100252|2025-10-06 16:24:00|61.09|RIVER VALLEY CAFE|Cash|Red Deer, AB|0|0|0|0|LOW RISK
TX100092|2025-10-03 08:13:00|112.47|SKYLINE LOGISTICS|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100192|2025-10-05 08:58:00|43.53|PARKLAND HARDWARE|E-Transfer|Edmonton, AB|0|0|0|0|LOW RISK
TX100257|2025-10-06 17:00:00|2360.66|RIVER VALLEY CAFE|ACH|Calgary, AB|0|1|0|1|MEDIUM RISK
TX100339|2025-10-08 11:26:00|56.96|RIVER VALLEY CAFE|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TXB300010|2025-10-15 13:16:00|56.56|PRAIRIE FUEL|E-Transfer|Edmonton, AB|0|0|0|0|LOW RISK
TX100195|2025-10-05 11:54:00|166.94|ALBERTA OFFICE MART|Card|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100137|2025-10-04 04:42:00|96.17|PRAIRIE FUEL|E-Transfer|Fort McMurray, AB|0|0|1|1|MEDIUM RISK
TX100260|2025-10-06 18:01:00|19.63|ALBERTA OFFICE MART|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100038|2025-10-02 06:10:00|15.15|ALBERTA OFFICE MART|Cash|Edmonton, AB|0|0|0|0|LOW RISK
TX100201|2025-10-05 01:42:33|58.59|NORTHSTAR SUPPLY|Cash|Red Deer, AB|0|0|1|1|MEDIUM RISK
TXD200004|2025-10-07 11:31:00|38.11|SKYLINE LOGISTICS|E-Transfer|Edmonton, AB|1|0|0|1|MEDIUM RISK
TX100290|2025-10-07 10:13:00|42.91|ALBERTA OFFICE MART|Wire|Lethbridge, AB|0|0|0|0|LOW RISK
TX100189|2025-10-05 08:12:00|80.28|EDMONTON ELECTRICAL|E-Transfer|Red Deer, AB|0|0|0|0|LOW RISK
TX100251|2025-10-06 17:36:00|95.11|URBAN GROCERS|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100112|2025-10-03 17:33:00|112.56|RIVER VALLEY CAFE|ACH|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100183|2025-10-05 04:16:00|83.04|NORTHSTAR SUPPLY|Card|Saskatoon, SK|0|0|1|1|MEDIUM RISK
TX100152|2025-10-04 14:41:00|67.16|URBAN GROCERS|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100312|2025-10-07 22:08:00|46.9|ALBERTA OFFICE MART|Card|Red Deer, AB|0|0|0|0|LOW RISK
TX100325|2025-10-08 04:16:00|2689.08|ALBERTA OFFICE MART|ACH|Calgary, AB|0|1|1|2|HIGH RISK
TX100191|2025-10-05 09:34:00|31.84|PARKLAND HARDWARE|Cash|Lethbridge, AB|0|0|0|0|LOW RISK
TX100044|2025-10-02 09:11:00|44.43|EDMONTON ELECTRICAL|Wire|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100275|2025-10-07 04:59:00|33.89|EDMONTON ELECTRICAL|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100006|2025-10-01 11:57:00|60.96|PRAIRIE FUEL|ACH|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100250|2025-10-06 14:12:00|31.34|PARKLAND HARDWARE|Wire|Edmonton, AB|0|0|0|0|LOW RISK
TX100311|2025-10-07 21:01:00|74.4|URBAN GROCERS|Wire|Saskatoon, SK|0|0|0|0|LOW RISK
TX100075|2025-10-03 01:31:00|58.65|EDMONTON ELECTRICAL|ACH|Edmonton, AB|1|0|1|2|HIGH RISK
TX100000|2025-10-01 08:09:00|55.91|PARKLAND HARDWARE|E-Transfer|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100068|2025-10-02 18:00:00|48.84|ALBERTA OFFICE MART|E-Transfer|Saskatoon, SK|0|0|0|0|LOW RISK
TX100167|2025-10-04 03:21:57|73.77|URBAN GROCERS|Card|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100218|2025-10-05 21:04:00|36.83|MAPLE PHARMACY|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100042|2025-10-02 05:04:00|54.26|EDMONTON ELECTRICAL|E-Transfer|Fort McMurray, AB|0|0|0|0|LOW RISK
TXB300006|2025-10-15 13:27:00|71.38|PRAIRIE FUEL|Card|Edmonton, AB|0|0|0|0|LOW RISK
TX100345|2025-10-08 12:35:00|93.74|ALBERTA OFFICE MART|Card|Fort McMurray, AB|0|0|0|0|LOW RISK
TX100072|2025-10-02 03:46:46|110.96|SKYLINE LOGISTICS|Wire|Red Deer, AB|0|0|1|1|MEDIUM RISK
TX100023|2025-10-01 20:36:00|158.13|URBAN GROCERS|Card|Lethbridge, AB|0|0|0|0|LOW RISK
TX100185|2025-10-05 05:22:00|88.14|NORTHSTAR SUPPLY|Card|Saskatoon, SK|0|0|0|0|LOW RISK
TX100348|2025-10-08 14:38:00|99.64|PRAIRIE FUEL|ACH|Red Deer, AB|0|0|0|0|LOW RISK
TX100103|2025-10-03 12:03:00|124.79|EDMONTON ELECTRICAL|ACH|Lethbridge, AB|0|0|0|0|LOW RISK
TX100211|2025-10-06 02:37:00|40.42|NORTHSTAR SUPPLY|Card|Calgary, AB|0|0|1|1|MEDIUM RISK
TX100067|2025-10-02 17:35:00|47.59|PRAIRIE FUEL|E-Transfer|Lethbridge, AB|0|0|0|0|LOW RISK
TX100025|2025-10-01 20:30:00|97.18|PARKLAND HARDWARE|Wire|Red Deer, AB|1|0|0|1|MEDIUM RISK
TX100196|2025-10-05 11:28:00|7098.98|RIVER VALLEY CAFE|Wire|Saskatoon, SK|0|1|0|1|MEDIUM RISK
TX100175|2025-10-05 00:26:00|58.79|MAPLE PHARMACY|ACH|Calgary, AB|0|0|1|1|MEDIUM RISK
